"YEAR","PUNISH_HANGYE","POWER_ID","POWER_COUNT","POWER_CODE","POWER_NAME","RANK_COUNT","POWER_COUNT (#1)","RANK_COUNT (#1)","COUNTIN","IS_IN"
2017.0,"财政","b8f05563-b2f0-458d-81fd-b160436828b7",15.0,"1144030700755150X8020005","对供应商在政府采购活动中违法行为的处罚",1.0,15.0,1.0,1.0,1
2017.0,"财政","4aa4f2a4-4ff1-46e3-9e63-a04d26fdcfe6",5.0,"11440300007541539G020054","对供应商在政府采购活动中违法行为的处罚",2.0,5.0,2.0,1.0,1
2017.0,"财政","dcd00f05-6a17-48e8-b31f-1a84ec555fdd",1.0,"11440304007542822U020021","对供应商在政府采购活动中违法行为的处罚",3.0,1.0,3.0,1.0,1
2017.0,"规自","8c30c7bb-9251-4c0e-8b64-4446996c744d",1.0,"11440304MB2D11725U020050","对未按照工程规划许可证的规定进行建设的行政处罚；对未取得工程规划许可证的行政处罚",1.0,1.0,6.0,1.0,1
2017.0,"民政","6eb21197-664e-42ec-8192-ce916a0df814",1.0,"11440300007542195T020006","不依法办理变更登记的；未经登记设立分支机构、代表机构的；拒不接受或者不按照规定接受监督检查的；违反《广东省行业协会条例》其他行为的",1.0,1.0,1.0,1.0,1
2017.0,"民政","13ed88db-c3bd-4c73-aa68-1d4f0afef6f8",1.0,"11440300007542195T020011","未按照章程规定的宗旨和业务范围进行活动的；对分支机构、代表机构疏于管理，造成严重后果的；提供虚假或者隐瞒重要事实的财务预算、决算报告的；违法或者违反章程规定收取会费、取得其他收入或者使用资助、捐赠的；有《广东省行业协会条例》第二十八条规定情形的",1.0,1.0,1.0,1.0,1
2017.0,"人社","075741dc-4464-4a00-b577-a2ba789fdf7a",5.0,"114403050075449597020099","用人单位克扣员工工资",1.0,6.0,2.0,1.0,1
2017.0,"人社","51eeb45d-789a-4c5c-bf74-beba4f18b9f1",1.0,"114403045747534156020006","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",2.0,1.0,4.0,1.0,1
2017.0,"人社","ceb9af97-bf47-45bd-9de7-ea4314372364",1.0,"114403050075449597020026","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0,2.0,3.0,1.0,1
2017.0,"人社","18706d09-ec2e-4775-8692-0edb7021f0c5",1.0,"114403035731270177020080","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0,11.0,1.0,1.0,1
2017.0,"人社","809e175d-1bdf-4284-b796-c3c6a7e3c4e4",1.0,"114403035731270177020062","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",2.0,1.0,4.0,1.0,1
2017.0,"生态","dc60b8cb-c5d0-4f7a-91ce-803a5265dcab",12.0,"11440300MB2C93125R020170","对在中午或者夜间进行产生环境噪声的建筑施工作业的处罚",1.0,12.0,1.0,1.0,1
2017.0,"生态","57640b7d-0c4b-42e3-b1c2-cb1fc5c87bed",4.0,"11440300MB2C93125R020236","对向周围环境排放工业噪声超过规定排放标准或者技术规范限值的处罚",2.0,4.0,2.0,1.0,1
2017.0,"生态","3fc26c30-ad3e-4a58-8f85-8594b9c4a0ea",2.0,"11440300MB2C93125R020128","对建设单位未按照建设项目环境影响报告书、报告表、审批部门审批决定的要求配套建设环境保护设施的处罚",3.0,3.0,3.0,1.0,1
2017.0,"生态","cd4adbe9-ec82-45ee-b217-9018dc8c7ad8",1.0,"11440300MB2C93125R020001","对排放油烟的餐饮服务业经营者未安装油烟净化设施、不正常使用油烟净化设施或未采取其他油烟净化措施，超标排放油烟的处罚",4.0,1.0,5.0,1.0,1
2017.0,"生态","fcad60df-cad3-4675-b591-a20db4de1c19",1.0,"11440300MB2C93125R020048","对经营中的文化娱乐场所边界噪声超过国家规定的环境噪声排放标准或者在商业经营活动中使用空调器、冷却塔等可能产生环境噪声污染的设备、设施的经营管理者其边界噪声超过国家规定的环境噪声排放标准而造成环境噪声污染的处罚",4.0,1.0,5.0,1.0,1
2017.0,"生态","e12c9af7-1721-456a-ac3d-70241f25c862",1.0,"11440300MB2C93125R020211","对建设单位未依法备案建设项目环境影响登记表的处罚",4.0,1.0,5.0,1.0,1
2017.0,"水务","c19d76eb-a60b-4166-99b8-0b01779d2610",1.0,"11440309MB2D27890L020246","不具备排水条件，强行向道路、公共绿地和其他公共场所排水",1.0,2.0,5.0,1.0,1
2017.0,"水务","b7567073-8db9-48c5-9b0a-513dc056496f",1.0,"11440309MB2D27890L020242","未取得取水许可证，私采地下水",1.0,2.0,5.0,1.0,1
2017.0,"水务","06e4f8ef-ecca-4095-90d1-8c8455bfbea9",1.0,"11440309MB2D27890L020243","未取得污水排入排水管网许可证向城镇排水设施排放污水",1.0,4.0,3.0,1.0,1
2017.0,"司法","253d17f0-42d4-4728-ba07-c7beda0d8a17",1.0,"1144030000754174XT020007","对律师私自接受委托、收取费用，接受委托人财物或者其他利益；接受委托后，无正当理由，拒绝辩护或者代理，不按时出庭参加诉讼或者仲裁；利用提供法律服务的便利牟取当事人争议的权益；泄露商业秘密或者个人隐私的行为的行政处罚。",1.0,1.0,1.0,1.0,1
2017.0,"住建","d62d2538-5ee1-4529-b419-aee96371e531",1.0,"1144030600755054XN020050","对施工单位在施工工地未设置硬质围挡，或者未采取覆盖、分段作业、择时施工、洒水抑尘、冲洗地面和车辆等有效防尘降尘措施；建筑土方、工程渣土、建筑垃圾未及时清运，或者未采用密闭式防尘网遮盖的行政处罚",2.0,6.0,10.0,1.0,1
2018.0,"财政","4aa4f2a4-4ff1-46e3-9e63-a04d26fdcfe6",15.0,"11440300007541539G020054","对供应商在政府采购活动中违法行为的处罚",1.0,15.0,1.0,1.0,1
2018.0,"财政","b8f05563-b2f0-458d-81fd-b160436828b7",9.0,"1144030700755150X8020005","对供应商在政府采购活动中违法行为的处罚",2.0,9.0,2.0,1.0,1
2018.0,"财政","e885e328-7493-47b2-928c-1c9e6eb126f3",8.0,"11440303007542275R020005","对供应商在政府采购活动中违法行为的处罚",3.0,8.0,3.0,1.0,1
2018.0,"财政","dcd00f05-6a17-48e8-b31f-1a84ec555fdd",4.0,"11440304007542822U020021","对供应商在政府采购活动中违法行为的处罚",4.0,4.0,4.0,1.0,1
2018.0,"财政","a0099c42-80d8-4b21-b90b-a7b550813f80",3.0,"11440303007542275R020028","对供应商捏造事实、提供虚假材料或者以非法手段取得证明材料进行投诉的行为的行政处罚",5.0,3.0,5.0,1.0,1
2018.0,"工信","8ef744cd-afab-4f7f-8a07-8dadac123d5d",2.0,"11440307MB2D25078J020003","对违反本法第二十五条规定，屠宰、经营、运输动物或者生产、经营、加工、贮藏、运输动物产品的行政处罚",1.0,4.0,1.0,1.0,1
2018.0,"工信","4d02b147-c317-451d-87fd-a1be3b2fd034",2.0,"11440307MB2D25078J020002","对违反本法规定，未经兽医执业注册从事动物诊疗活动的行政处罚",1.0,2.0,3.0,1.0,1
2018.0,"规自","a2d87f5a-c481-4c49-a7ae-2f0c144ad7c6",12.0,"11440304MB2D11725U020049","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",1.0,18.0,3.0,1.0,1
2018.0,"规自","8c30c7bb-9251-4c0e-8b64-4446996c744d",2.0,"11440304MB2D11725U020050","对未按照工程规划许可证的规定进行建设的行政处罚；对未取得工程规划许可证的行政处罚",2.0,4.0,9.0,1.0,1
2018.0,"规自","1840dcf2-8e5e-448d-b5d3-da6b6ce62b18",1.0,"11440305689400206K020073","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",3.0,24.0,2.0,1.0,1
2018.0,"规自","596cf25d-1d22-4d13-9d71-825ae9e70ba9",1.0,"1144030757002301X3020025","对未经批准或者采取欺骗手段骗取批准,非法占用土地的行为的行政处罚",3.0,3.0,10.0,1.0,1
2018.0,"规自","b2349101-de1b-4c29-972e-62ff8ebf452d",1.0,"11440305689400206K020072","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",3.0,9.0,7.0,1.0,1
2018.0,"规自","7f735df8-9766-44e2-a395-ba03bbec69f7",1.0,"1144030757002301X3020034","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",3.0,15.0,6.0,1.0,1
2018.0,"规自","bc8df5f8-00d3-44ea-8dd5-643971800b37",1.0,"114403085670868530020005","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",3.0,6.0,8.0,1.0,1
2018.0,"人社","075741dc-4464-4a00-b577-a2ba789fdf7a",39.0,"114403050075449597020099","用人单位克扣员工工资",1.0,82.0,1.0,1.0,1
2018.0,"人社","ceb9af97-bf47-45bd-9de7-ea4314372364",25.0,"114403050075449597020026","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0,29.0,3.0,1.0,1
2018.0,"人社","18706d09-ec2e-4775-8692-0edb7021f0c5",11.0,"114403035731270177020080","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",3.0,39.0,2.0,1.0,1
2018.0,"人社","939f0297-df73-4beb-a1c3-57a3ce0cd3f7",7.0,"114403050075449597020022","对用人单位有下列行为之一的处罚：（一）无理抗拒、阻挠实施劳动保障监察的；（二）不按照报送书面材料，隐瞒事实真相，出具伪证或者隐匿、毁灭证据的；（三）经责令改正拒不改正，或拒不履行行政处理决定的；（四）打击报复投诉人的",4.0,9.0,6.0,1.0,1
2018.0,"人社","51eeb45d-789a-4c5c-bf74-beba4f18b9f1",6.0,"114403045747534156020006","对用人单位支付员工工资低于最低工资、克扣或者无故拖欠员工工资、以实物等非货币形式支付员工工资，经责令改正逾期未改正的违法行为的处罚",5.0,7.0,8.0,1.0,1
2018.0,"生态","dc60b8cb-c5d0-4f7a-91ce-803a5265dcab",29.0,"11440300MB2C93125R020170","对在中午或者夜间进行产生环境噪声的建筑施工作业的处罚",1.0,30.0,1.0,1.0,1
2018.0,"生态","57640b7d-0c4b-42e3-b1c2-cb1fc5c87bed",1.0,"11440300MB2C93125R020236","对向周围环境排放工业噪声超过规定排放标准或者技术规范限值的处罚",2.0,1.0,5.0,1.0,1
2018.0,"生态","cd4adbe9-ec82-45ee-b217-9018dc8c7ad8",1.0,"11440300MB2C93125R020001","对排放油烟的餐饮服务业经营者未安装油烟净化设施、不正常使用油烟净化设施或未采取其他油烟净化措施，超标排放油烟的处罚",2.0,2.0,2.0,1.0,1
2018.0,"水务","1804a972-b096-4117-a0eb-aa9b6e4224fa",3.0,"11440309MB2D27890L020251","未取得排水许可证擅自排水",1.0,6.0,9.0,1.0,1
2018.0,"司法","253d17f0-42d4-4728-ba07-c7beda0d8a17",4.0,"1144030000754174XT020007","对律师私自接受委托、收取费用，接受委托人财物或者其他利益；接受委托后，无正当理由，拒绝辩护或者代理，不按时出庭参加诉讼或者仲裁；利用提供法律服务的便利牟取当事人争议的权益；泄露商业秘密或者个人隐私的行为的行政处罚。",1.0,7.0,1.0,1.0,1
2018.0,"文体","ee6bf59a-a179-4a90-b0a1-cd5446804fa4",2.0,"11440300695587927L020017","对提供含有禁止内容的网络游戏产品和服务的行政处罚",1.0,12.0,10.0,1.0,1
2018.0,"住建","f4f4d95e-0605-4255-ac98-3267f465b6d5",5.0,"11440300693981103B020002","对投标人相互串通，与招标人串通投标，向招标人或者评标委员会成员行贿谋取中标的处罚",1.0,10.0,5.0,1.0,1
2019.0,"财政","b8f05563-b2f0-458d-81fd-b160436828b7",1.0,"1144030700755150X8020005","对供应商在政府采购活动中违法行为的处罚",1.0,1.0,1.0,1.0,1
2019.0,"财政","4aa4f2a4-4ff1-46e3-9e63-a04d26fdcfe6",1.0,"11440300007541539G020054","对供应商在政府采购活动中违法行为的处罚",1.0,1.0,1.0,1.0,1
2019.0,"规自","a2d87f5a-c481-4c49-a7ae-2f0c144ad7c6",13.0,"11440304MB2D11725U020049","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",1.0,27.0,1.0,1.0,1
2019.0,"规自","1840dcf2-8e5e-448d-b5d3-da6b6ce62b18",2.0,"11440305689400206K020073","对未取得建设工程规划许可证；未按建设工程规划许可证的规定进行建设的行政处罚",2.0,4.0,4.0,1.0,1
2019.0,"规自","334f528f-20a2-4e29-94c4-96c8c7b746eb",1.0,"11440300058963010Y020012","对建设单位未经批准进行临时建设；未按批准内容进行临时建设；临时建筑物、构筑物超过批准期限不拆除的行政处罚",3.0,2.0,9.0,1.0,1
2019.0,"人社","075741dc-4464-4a00-b577-a2ba789fdf7a",20.0,"114403050075449597020099","用人单位克扣员工工资",1.0,32.0,1.0,1.0,1
2019.0,"人社","18706d09-ec2e-4775-8692-0edb7021f0c5",11.0,"114403035731270177020080","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",2.0,17.0,2.0,1.0,1
2019.0,"人社","33899448-dfc3-4e24-9043-0a161160c85a",9.0,"114403045747534156020014","对用人单位违反劳动保障法律、法规或者规章延长劳动者工作时间的处罚",3.0,11.0,3.0,1.0,1
